Field,Phases,Valid Polygon,Coordinates
18,Fluid Fsp Ilm Grt Chl WM Bt And Qz Gr,Yes,510.9375 2153.3203125, 510.99609375 2156.25, 511.25 2163.0859375, 511.875 2180.6640625, 512.08984375 2187.5, 512.5 2200.1953125, 514.23828125 2250, 515 2272.4609375, 515.29296875 2281.25, 515.625 2290.0390625, 515.83984375 2296.875, 515.9375 2299.8046875, 515.9375 2297.8515625, 515.91796875 2296.875, 515.625 2286.1328125, 515.52734375 2281.25, 515 2260.7421875, 514.74609375 2250, 512.5 2163.0859375, 512.32421875 2156.25, 511.875 2137.6953125, 511.50390625 2125, 510 2067.3828125, 508.26171875 2000, 506.89453125 2000, 510 2120.1171875, 510.13671875 2125, 510.625 2143.5546875, 510.9375 2153.3203125
19,Fluid Fsp Ilm Grt Chl WM Bt Czo Qz Gr,Yes,450 7858.3984375, 460 7696.2890625, 465 7635.7421875, 466.11328125 7625, 466.25 7624.0234375, 466.5625 7620.1171875, 468.125 7606.4453125, 468.75 7600.5859375, 470 7590.8203125, 480 7534.1796875, 490 7530.2734375, 490.625 7530.2734375, 491.85546875 7531.25, 491.875 7524.4140625, 491.93359375 7500, 492.40234375 7250, 492.28515625 7000, 491.50390625 6750, 490 6510.7421875, 489.90234375 6500, 487.44140625 6250, 485 6059.5703125, 484.12109375 6000, 480 5747.0703125, 475.37109375 5500, 475 5481.4453125, 470.29296875 5250, 470 5235.3515625, 469.94140625 5234.375, 469.6875 5221.6796875, 469.58984375 5234.375, 469.55078125 5250, 468.30078125 5500, 465.25390625 6000, 461.50390625 6500, 460 6670.8984375, 456.81640625 7000, 451.03515625 7500, 450 7577.1484375, 450 7858.3984375
20,Fluid Fsp Ilm Grt Chl WM Bt Qz Gr,Yes,510.91796875 2156.25, 511.25 2172.8515625, 511.5625 2186.5234375, 511.58203125 2187.5, 512.5 2233.3984375, 512.87109375 2250, 515 2356.4453125, 515.37109375 2375, 517.5 2483.3984375, 517.83203125 2500, 520 2614.2578125, 527.05078125 3000, 530 3166.9921875, 535.80078125 3500, 540 3741.2109375, 544.62890625 4000, 550 4293.9453125, 553.80859375 4500, 555 4563.4765625, 556.15234375 4625, 557.5 4696.2890625, 557.91015625 4718.75, 558.125 4729.4921875, 558.18359375 4734.375, 558.4375 4747.0703125, 558.84765625 4781.25, 558.92578125 4812.5, 559.08203125 4875, 559.35546875 5000, 559.94140625 5500, 559.98046875 5750, 559.94140625 5812.5, 559.94140625 5843.75, 559.6875 5856.4453125, 559.62890625 5859.375, 559.375 5870.1171875, 559.27734375 5875, 557.5 5948.2421875, 556.26953125 6000, 555 6051.7578125, 550 6249.0234375, 543.26171875 6500, 540 6614.2578125, 530 6918.9453125, 526.85546875 7000, 520 7153.3203125, 510 7325.1953125, 500 7452.1484375, 495.41015625 7500, 495 7504.8828125, 492.5 7528.3203125, 492.12890625 7531.25, 491.85546875 7531.25, 491.875 7524.4140625, 491.93359375 7500, 492.40234375 7250, 492.28515625 7000, 491.50390625 6750, 490 6510.7421875, 489.90234375 6500, 487.44140625 6250, 485 6059.5703125, 484.12109375 6000, 480 5747.0703125, 475.37109375 5500, 475 5481.4453125, 470.29296875 5250, 470 5235.3515625, 469.94140625 5234.375, 469.6875 5221.6796875, 469.6875 5219.7265625, 470 5223.6328125, 475 5241.2109375, 480 5231.4453125, 485 5182.6171875, 490 5083.0078125, 492.67578125 5000, 495 4905.2734375, 497.83203125 4750, 500 4584.9609375, 500.87890625 4500, 502.83203125 4250, 504.00390625 4000, 504.58984375 3750, 504.70703125 3500, 504.35546875 3250, 503.57421875 3000, 502.36328125 2750, 500.76171875 2500, 500 2403.3203125, 496.07421875 2000, 506.89453125 2000, 510 2120.1171875, 510.13671875 2125, 510.625 2143.5546875, 510.91796875 2156.25
21,Fluid Fsp Ilm Grt WM Bt St And Qz Gr,No,582.1875 3932.6171875, 582.5 3928.7109375, 581.875 3928.7109375, 581.25 3913.0859375, 580 3883.7890625, 575 3762.6953125, 574.47265625 3750, 570 3643.5546875, 569.27734375 3625, 568.75 3612.3046875, 567.5 3583.0078125, 565 3522.4609375, 564.04296875 3500, 560 3403.3203125, 550 3163.0859375, 543.26171875 3000, 530 2678.7109375, 522.67578125 2500, 522.5 2495.1171875, 520 2434.5703125, 519.6875 2426.7578125, 519.47265625 2421.875, 519.375 2418.9453125, 519.0625 2407.2265625, 519.04296875 2406.25, 518.75 2395.5078125, 518.18359375 2375, 518.125 2374.0234375, 518.125 2372.0703125, 518.26171875 2375, 518.75 2387.6953125, 519.375 2401.3671875, 519.55078125 2406.25, 519.6875 2409.1796875, 520 2416.9921875, 522.5 2477.5390625, 523.37890625 2500, 530 2661.1328125, 544.12109375 3000, 550 3139.6484375, 560 3377.9296875, 565.17578125 3500, 567.5 3555.6640625, 567.83203125 3562.5, 568.75 3584.9609375, 569.16015625 3593.75, 569.375 3598.6328125, 570 3614.2578125, 575 3735.3515625, 575.60546875 3750, 580 3856.4453125, 580.76171875 3875, 581.25 3885.7421875, 581.875 3901.3671875, 582.05078125 3906.25, 582.1875 3909.1796875, 582.5 3916.9921875, 582.71484375 3921.875, 582.1875 3932.6171875
22,Fluid Fsp Ilm Grt WM Bt St Qz Gr,Yes,617.5 5239.2578125, 617.75390625 5250, 617.8125 5252.9296875, 618.10546875 5265.625, 617.8125 5266.6015625, 617.5 5266.6015625, 615 5262.6953125, 610 5250.9765625, 600 5215.8203125, 590 5159.1796875, 573.26171875 5000, 570 4956.0546875, 560 4791.9921875, 559.51171875 4781.25, 559.375 4778.3203125, 559.0625 4772.4609375, 558.4375 4745.1171875, 558.22265625 4734.375, 558.125 4727.5390625, 557.94921875 4718.75, 557.5 4692.3828125, 556.34765625 4625, 555 4547.8515625, 554.19921875 4500, 550 4247.0703125, 546.07421875 4000, 540 3614.2578125, 538.18359375 3500, 530 3002.9296875, 529.94140625 3000, 520.95703125 2500, 520 2448.2421875, 519.78515625 2437.5, 519.6875 2432.6171875, 519.6875 2426.7578125, 520 2434.5703125, 522.5 2495.1171875, 522.67578125 2500, 530 2678.7109375, 543.26171875 3000, 550 3163.0859375, 560 3403.3203125, 564.04296875 3500, 565 3522.4609375, 567.5 3583.0078125, 568.75 3612.3046875, 569.27734375 3625, 570 3643.5546875, 574.47265625 3750, 575 3762.6953125, 580 3883.7890625, 581.25 3913.0859375, 581.875 3928.7109375, 582.1875 3936.5234375, 582.20703125 3937.5, 582.5 3946.2890625, 583.75 3989.2578125, 584.08203125 4000, 590 4198.2421875, 610 4926.7578125, 611.81640625 5000, 615 5131.8359375, 616.25 5186.5234375, 616.30859375 5187.5, 616.5625 5198.2421875, 616.66015625 5203.125, 617.5 5239.2578125
23,Fluid Fsp Ilm Grt WM Bt St Sil Qz Gr,Yes,582.8125 3924.8046875, 583.125 3934.5703125, 583.18359375 3937.5, 583.75 3956.0546875, 585 3997.0703125, 585.05859375 4000, 590 4168.9453125, 610 4916.9921875, 612.01171875 5000, 615 5127.9296875, 616.25 5182.6171875, 616.34765625 5187.5, 616.5625 5196.2890625, 616.69921875 5203.125, 616.66015625 5203.125, 616.5625 5198.2421875, 616.30859375 5187.5, 616.25 5186.5234375, 615 5131.8359375, 611.81640625 5000, 610 4926.7578125, 590 4198.2421875, 584.08203125 4000, 583.75 3989.2578125, 582.5 3946.2890625, 582.20703125 3937.5, 582.1875 3936.5234375, 582.1875 3932.6171875, 582.5 3928.7109375, 582.8125 3924.8046875
24,Fluid Fsp Ilm Grt WM Bt And Qz Gr,Yes,582.8125 3922.8515625, 582.94921875 3921.875, 583.125 3918.9453125, 583.75 3909.1796875, 585 3891.6015625, 586.03515625 3875, 586.25 3872.0703125, 586.5625 3868.1640625, 586.66015625 3859.375, 586.5625 3858.3984375, 586.25 3852.5390625, 585 3834.9609375, 582.5 3797.8515625, 580 3760.7421875, 579.31640625 3750, 575 3684.5703125, 570 3604.4921875, 569.375 3594.7265625, 569.27734375 3593.75, 569.16015625 3593.75, 569.375 3598.6328125, 570 3614.2578125, 575 3735.3515625, 575.60546875 3750, 580 3856.4453125, 580.76171875 3875, 581.25 3885.7421875, 581.875 3901.3671875, 582.05078125 3906.25, 582.1875 3909.1796875, 582.5 3916.9921875, 582.71484375 3921.875, 582.8125 3922.8515625
25,Fluid Fsp Ilm Grt WM Bt Qz Gr,Yes,559.0625 4772.4609375, 559.375 4778.3203125, 559.51171875 4781.25, 560 4791.9921875, 570 4956.0546875, 573.26171875 5000, 590 5159.1796875, 600 5215.8203125, 610 5250.9765625, 615 5262.6953125, 617.5 5266.6015625, 617.8125 5266.6015625, 618.125 5266.6015625, 618.75 5276.3671875, 620 5297.8515625, 630 5450.1953125, 650 5737.3046875, 650 11524.4140625, 630 11510.7421875, 620 11532.2265625, 610 11579.1015625, 600 11659.1796875, 599.86328125 11656.25, 599.66796875 11625, 598.96484375 11500, 595.99609375 11000, 590 10065.4296875, 589.55078125 10000, 582.44140625 9000, 574.94140625 8000, 570 7344.7265625, 567.48046875 7000, 564.00390625 6500, 560.83984375 6000, 560 5860.3515625, 559.98046875 5859.375, 559.94140625 5843.75, 559.94140625 5812.5, 559.98046875 5750, 559.94140625 5500, 559.35546875 5000, 559.08203125 4875, 558.92578125 4812.5, 558.84765625 4781.25, 559.0625 4772.4609375
26,Fluid Fsp Ilm Grt WM Bt Sil Qz Gr,Yes,618.125 5266.6015625, 618.75 5276.3671875, 620 5297.8515625, 630 5450.1953125, 650 5737.3046875, 650 4842.7734375, 630 4543.9453125, 610 4237.3046875, 595.17578125 4000, 590 3915.0390625, 587.59765625 3875, 587.5 3874.0234375, 587.1875 3868.1640625, 586.5625 3868.1640625, 586.25 3872.0703125, 586.03515625 3875, 585 3891.6015625, 583.75 3909.1796875, 583.125 3918.9453125, 582.94921875 3921.875, 582.8125 3922.8515625, 582.8125 3924.8046875, 583.125 3934.5703125, 583.18359375 3937.5, 583.75 3956.0546875, 585 3997.0703125, 585.05859375 4000, 590 4168.9453125, 610 4916.9921875, 612.01171875 5000, 615 5127.9296875, 616.25 5182.6171875, 616.34765625 5187.5, 616.5625 5196.2890625, 616.69921875 5203.125, 617.5 5239.2578125, 617.75390625 5250, 617.8125 5252.9296875, 618.10546875 5265.625, 618.125 5266.6015625
27,Fluid Grt Chl (2)WM Bt Czo Qz Rt Gr,Yes,469.31640625 9500, 460 9875.9765625, 455.99609375 10000, 450 10143.5546875, 450 8530.2734375, 457.94921875 9000, 460 9112.3046875, 462.75390625 9250, 465 9348.6328125, 465.68359375 9375, 467.5 9440.4296875, 468.75 9479.4921875, 468.92578125 9484.375, 469.0625 9489.2578125, 469.31640625 9500
28,Fluid Grt Chl (2)WM Bt Qz Rt Gr,Yes,469.375 9499.0234375, 469.39453125 9500, 470 9586.9140625, 470.25390625 9625, 471.15234375 9750, 472.87109375 10000, 476.30859375 10500, 479.74609375 11000, 480 11038.0859375, 481.46484375 11250, 483.18359375 11500, 486.77734375 12000, 450 12000, 450 10143.5546875, 455.99609375 10000, 460 9875.9765625, 469.31640625 9500, 469.375 9499.0234375
29,Fluid Ilm Grt (2)WM Bt Czo Qz Gr,Yes,486.54296875 8828.125, 486.5625 8827.1484375, 486.875 8817.3828125, 487.05078125 8812.5, 487.5 8797.8515625, 489.08203125 8750, 490 8721.6796875, 492.5 8645.5078125, 492.63671875 8640.625, 492.8125 8635.7421875, 493.06640625 8609.375, 493.06640625 8593.75, 493.06640625 8562.5, 492.98828125 8500, 492.32421875 8000, 491.73828125 7750, 491.34765625 7625, 491.25 7588.8671875, 491.15234375 7562.5, 491.11328125 7546.875, 491.03515625 7546.875, 490.99609375 7562.5, 490.83984375 7625, 490.48828125 7750, 490 7907.2265625, 489.70703125 8000, 487.83203125 8500, 486.73828125 8750, 486.46484375 8812.5, 486.38671875 8828.125, 486.54296875 8828.125
30,Fluid Ilm Grt (2)WM Bt Qz Gr,Yes,493.125 8629.8828125, 493.33984375 8656.25, 493.57421875 8687.5, 493.75 8708.0078125, 494.08203125 8750, 495 8870.1171875, 495.99609375 9000, 499.51171875 9500, 500 9569.3359375, 502.75390625 10000, 508.37890625 11000, 508.69140625 11062.5, 508.75 11075.1953125, 508.76953125 11078.125, 508.75 11079.1015625, 507.5 11075.1953125, 505 11065.4296875, 500 11049.8046875, 490 11018.5546875, 487.5 11012.6953125, 487.1875 11010.7421875, 487.12890625 11000, 487.20703125 10500, 487.12890625 10000, 486.93359375 9500, 486.54296875 9000, 486.42578125 8875, 486.38671875 8843.75, 486.54296875 8828.125, 486.5625 8827.1484375, 486.875 8817.3828125, 487.05078125 8812.5, 487.5 8797.8515625, 489.08203125 8750, 490 8721.6796875, 492.5 8645.5078125, 492.63671875 8640.625, 492.8125 8635.7421875, 493.125 8629.8828125
31,Fluid Ilm Grt (2)WM Bt Qz Rt Gr,Yes,508.88671875 11093.75, 509.16015625 11125, 510 11229.4921875, 512.12890625 11500, 513.96484375 11750, 515 11895.5078125, 515.72265625 12000, 489.39453125 12000, 488.37890625 11500, 487.75390625 11250, 487.5 11151.3671875, 487.44140625 11125, 487.24609375 11062.5, 487.16796875 11031.25, 487.12890625 11015.625, 487.1875 11010.7421875, 487.5 11012.6953125, 490 11018.5546875, 500 11049.8046875, 505 11065.4296875, 507.5 11075.1953125, 508.75 11079.1015625, 508.88671875 11093.75
32,Fluid Ilm Grt Chl (2)WM Bt Czo Qz Gr,Yes,486.25 8842.7734375, 485.80078125 8875, 485 8928.7109375, 483.96484375 9000, 480 9250.9765625, 475.64453125 9500, 475.625 9500.9765625, 475.33203125 9500, 470 9370.1171875, 467.5 9280.2734375, 466.73828125 9250, 465 9174.8046875, 461.42578125 9000, 460 8922.8515625, 452.59765625 8500, 450 8346.6796875, 450 7868.1640625, 460 7700.1953125, 465 7637.6953125, 466.26953125 7625, 466.5625 7622.0703125, 468.125 7606.4453125, 468.75 7600.5859375, 470 7590.8203125, 480 7534.1796875, 490 7530.2734375, 490.625 7530.2734375, 491.03515625 7546.875, 490.99609375 7562.5, 490.83984375 7625, 490.48828125 7750, 490 7907.2265625, 489.70703125 8000, 487.83203125 8500, 486.73828125 8750, 486.46484375 8812.5, 486.38671875 8828.125, 486.25 8842.7734375
33,Fluid Ilm Grt Chl (2)WM Bt Czo Qz Rt Gr,Yes,450 8346.6796875, 452.59765625 8500, 460 8922.8515625, 461.42578125 9000, 465 9174.8046875, 466.73828125 9250, 467.5 9280.2734375, 470 9370.1171875, 475.33203125 9500, 475.3125 9504.8828125, 475 9504.8828125, 472.5 9506.8359375, 470 9500.9765625, 469.98046875 9500, 469.375 9497.0703125, 469.0625 9489.2578125, 468.92578125 9484.375, 468.75 9479.4921875, 467.5 9440.4296875, 465.68359375 9375, 465 9348.6328125, 462.75390625 9250, 460 9112.3046875, 457.94921875 9000, 450 8530.2734375, 450 8346.6796875
